year,month,day,extent,missing,date
1978,10,26,10.231,0,1978-10-26
1978,10,28,10.42,0,1978-10-28
1978,10,30,10.557,0,1978-10-30
1978,11,1,10.67,0,1978-11-01
1978,11,3,10.777,0,1978-11-03
1978,11,5,10.968,0,1978-11-05
1978,11,7,11.08,0,1978-11-07
1978,11,9,11.189,0,1978-11-09
1978,11,11,11.314,0,1978-11-11
1978,11,13,11.46,0,1978-11-13
1978,11,15,11.539,0,1978-11-15
1978,11,17,11.696,0,1978-11-17
1978,11,19,11.87,0,1978-11-19
1978,11,21,12.053,0,1978-11-21
1978,11,23,12.274,0,1978-11-23
1978,11,25,12.441,0,1978-11-25
1978,11,27,12.662,0,1978-11-27
1978,11,29,12.684,0,1978-11-29
1978,12,1,12.725,0,1978-12-01
1978,12,3,12.66,0,1978-12-03
1978,12,5,12.785,0,1978-12-05
1978,12,7,13.051,0,1978-12-07
1978,12,9,13.143,0,1978-12-09
1978,12,11,13.437,0,1978-12-11
1978,12,13,13.603,0,1978-12-13
1978,12,15,13.649,0,1978-12-15
1978,12,17,13.807,0,1978-12-17
1978,12,19,13.892,0,1978-12-19
1978,12,21,13.996,0,1978-12-21
1978,12,23,14.189,0,1978-12-23
1978,12,25,14.268,0,1978-12-25
1978,12,27,14.383,0,1978-12-27
1978,12,29,14.5,0,1978-12-29
1978,12,31,14.585,0,1978-12-31
1979,1,2,14.997,0,1979-01-02
1979,1,4,14.922,0,1979-01-04
1979,1,6,14.929,0,1979-01-06
1979,1,8,14.968,0,1979-01-08
1979,1,10,15.19,0,1979-01-10
1979,1,12,15.327,0,1979-01-12
1979,1,14,15.352,0,1979-01-14
1979,1,16,15.5,0,1979-01-16
1979,1,18,15.517,0,1979-01-18
1979,1,20,15.709,0,1979-01-20
1979,1,22,15.679,0,1979-01-22
1979,1,24,15.745,0,1979-01-24
1979,1,26,15.686,0,1979-01-26
1979,1,28,15.777,0,1979-01-28
1979,1,30,15.912,0,1979-01-30
1979,2,1,15.857,0,1979-02-01
1979,2,3,15.839,0,1979-02-03
1979,2,5,15.831,0,1979-02-05
1979,2,7,15.801,0,1979-02-07
1979,2,9,15.99,0,1979-02-09
1979,2,11,16.099,0,1979-02-11
1979,2,13,16.289,0,1979-02-13
1979,2,15,16.323,0,1979-02-15
1979,2,17,16.343,0,1979-02-17
1979,2,19,16.291,0,1979-02-19
1979,2,21,16.26,0,1979-02-21
1979,2,23,16.401,0,1979-02-23
1979,2,25,16.579,0,1979-02-25
1979,2,27,16.551,0,1979-02-27
1979,3,1,16.635,0,1979-03-01
1979,3,3,16.457,0,1979-03-03
1979,3,5,16.568,0,1979-03-05
1979,3,7,16.547,0,1979-03-07
1979,3,9,16.536,0,1979-03-09
1979,3,11,16.513,0,1979-03-11
1979,3,13,16.414,0,1979-03-13
1979,3,15,16.31,0,1979-03-15
1979,3,17,16.467,0,1979-03-17
1979,3,19,16.505,0,1979-03-19
1979,3,21,16.349,0,1979-03-21
1979,3,23,16.279,0,1979-03-23
1979,3,25,16.264,0,1979-03-25
1979,3,27,16.06,0,1979-03-27
1979,3,29,15.763,0,1979-03-29
1979,3,31,15.804,0,1979-03-31
1979,4,2,15.66,0,1979-04-02
1979,4,4,15.641,0,1979-04-04
1979,4,6,15.695,0,1979-04-06
1979,4,8,15.794,0,1979-04-08
1979,4,10,15.761,0,1979-04-10
1979,4,12,15.655,0,1979-04-12
1979,4,14,15.5,0,1979-04-14
1979,4,16,15.454,0,1979-04-16
1979,4,18,15.51,0,1979-04-18
1979,4,20,15.343,0,1979-04-20
1979,4,22,15.255,0,1979-04-22
1979,4,24,15.224,0,1979-04-24
1979,4,26,15.141,0,1979-04-26
1979,4,28,15.108,0,1979-04-28
1979,4,30,14.961,0,1979-04-30
1979,5,2,14.626,0,1979-05-02
1979,5,4,14.498,0,1979-05-04
1979,5,6,14.45,0,1979-05-06
1979,5,8,14.325,0,1979-05-08
1979,5,10,14.149,0,1979-05-10
1979,5,12,14.012,0,1979-05-12
1979,5,14,13.836,0,1979-05-14
1979,5,16,13.862,0,1979-05-16
1979,5,18,13.691,0,1979-05-18
1979,5,20,13.56,0,1979-05-20
1979,5,22,13.529,0,1979-05-22
1979,5,24,13.364,0,1979-05-24
1979,5,26,13.399,0,1979-05-26
1979,5,28,13.292,0,1979-05-28
1979,5,30,13.26,0,1979-05-30
1979,6,1,13.076,0,1979-06-01
1979,6,3,12.977,0,1979-06-03
1979,6,5,12.832,0,1979-06-05
1979,6,7,12.791,0,1979-06-07
1979,6,9,12.854,0,1979-06-09
1979,6,11,12.733,0,1979-06-11
1979,6,13,12.673,0,1979-06-13
1979,6,15,12.548,0,1979-06-15
1979,6,17,12.517,0,1979-06-17
1979,6,19,12.415,0,1979-06-19
1979,6,21,12.373,0,1979-06-21
1979,6,23,12.243,0,1979-06-23
1979,6,25,12.112,0,1979-06-25
1979,6,27,11.977,0,1979-06-27
1979,6,29,11.829,0,1979-06-29
1979,7,1,11.562,0,1979-07-01
1979,7,3,11.363,0,1979-07-03
1979,7,5,11.255,0,1979-07-05
1979,7,7,10.936,0,1979-07-07
1979,7,9,10.793,0,1979-07-09
1979,7,11,10.662,0,1979-07-11
1979,7,13,10.503,0,1979-07-13
1979,7,15,10.401,0,1979-07-15
1979,7,17,10.256,0,1979-07-17
1979,7,19,9.927,0,1979-07-19
1979,7,21,9.919,0,1979-07-21
1979,7,23,9.668,0,1979-07-23
1979,7,25,9.614,0,1979-07-25
1979,7,27,9.556,0,1979-07-27
1979,7,29,9.342,0,1979-07-29
1979,7,31,9.223,0,1979-07-31
1979,8,2,9,0,1979-08-02
1979,8,4,8.859,0,1979-08-04
1979,8,6,8.744,0,1979-08-06
1979,8,8,8.61,0,1979-08-08
1979,8,10,8.328,0,1979-08-10
1979,8,12,8.284,0,1979-08-12
1979,8,14,8.138,0,1979-08-14
1979,8,16,7.971,0,1979-08-16
1979,8,18,7.811,0,1979-08-18
1979,8,20,7.659,0,1979-08-20
1979,8,22,7.566,0,1979-08-22
1979,8,24,7.577,0,1979-08-24
1979,8,26,7.421,0,1979-08-26
1979,8,28,7.364,0,1979-08-28
1979,8,30,7.284,0,1979-08-30
1979,9,1,7.228,0,1979-09-01
1979,9,3,7.147,0,1979-09-03
1979,9,5,7.037,0,1979-09-05
1979,9,7,7.075,0,1979-09-07
1979,9,9,7.092,0,1979-09-09
1979,9,11,6.981,0,1979-09-11
1979,9,13,7.003,0,1979-09-13
1979,9,15,7.007,0,1979-09-15
1979,9,17,7.001,0,1979-09-17
1979,9,19,6.91,0,1979-09-19
1979,9,21,6.895,0,1979-09-21
1979,9,23,7.033,0,1979-09-23
1979,9,25,7.058,0,1979-09-25
1979,9,27,7.127,0,1979-09-27
1979,9,29,7.173,0,1979-09-29
1979,10,1,7.404,0,1979-10-01
1979,10,3,7.534,0,1979-10-03
1979,10,5,7.813,0,1979-10-05
1979,10,7,7.878,0,1979-10-07
1979,10,9,8.115,0,1979-10-09
1979,10,11,8.136,0,1979-10-11
1979,10,13,8.338,0,1979-10-13
1979,10,15,8.57,0,1979-10-15
1979,10,17,8.938,0,1979-10-17
1979,10,19,9.19,0,1979-10-19
1979,10,21,9.295,0,1979-10-21
1979,10,23,9.466,0,1979-10-23
1979,10,25,9.7,0,1979-10-25
1979,10,27,9.869,0,1979-10-27
1979,10,29,9.797,0,1979-10-29
1979,10,31,9.924,0,1979-10-31
1979,11,2,10.144,0,1979-11-02
1979,11,4,10.159,0,1979-11-04
1979,11,6,10.267,0,1979-11-06
1979,11,8,10.27,0,1979-11-08
1979,11,10,10.497,0,1979-11-10
1979,11,12,10.61,0,1979-11-12
1979,11,14,10.8,0,1979-11-14
1979,11,16,10.92,0,1979-11-16
1979,11,18,11.01,0,1979-11-18
1979,11,20,11.157,0,1979-11-20
1979,11,22,11.352,0,1979-11-22
1979,11,24,11.419,0,1979-11-24
1979,11,26,11.581,0,1979-11-26
1979,11,28,11.884,0,1979-11-28
1979,11,30,12.076,0,1979-11-30
1979,12,2,12.39,0,1979-12-02
1979,12,4,12.462,0,1979-12-04
1979,12,6,12.781,0,1979-12-06
1979,12,8,12.991,0,1979-12-08
1979,12,10,13.101,0,1979-12-10
1979,12,12,13.292,0,1979-12-12
1979,12,14,13.268,0,1979-12-14
1979,12,16,13.322,0,1979-12-16
1979,12,18,13.377,0,1979-12-18
1979,12,20,13.541,0,1979-12-20
1979,12,22,13.619,0,1979-12-22
1979,12,24,13.773,0,1979-12-24
1979,12,26,13.934,0,1979-12-26
1979,12,28,14.101,0,1979-12-28
1979,12,30,14.092,0,1979-12-30
1980,1,1,14.2,0,1980-01-01
1980,1,3,14.302,0,1980-01-03
1980,1,5,14.414,0,1980-01-05
1980,1,7,14.518,0,1980-01-07
1980,1,9,14.594,0,1980-01-09
1980,1,11,14.665,0,1980-01-11
1980,1,13,14.771,0,1980-01-13
1980,1,15,14.831,0,1980-01-15
1980,1,17,14.957,0,1980-01-17
1980,1,19,15.12,0,1980-01-19
1980,1,21,15.141,0,1980-01-21
1980,1,23,15.195,0,1980-01-23
1980,1,25,15.209,0,1980-01-25
1980,1,27,15.124,0,1980-01-27
1980,1,29,15.258,0,1980-01-29
1980,1,31,15.491,0,1980-01-31
1980,2,2,15.401,0,1980-02-02
1980,2,4,15.639,0,1980-02-04
1980,2,6,15.76,0,1980-02-06
1980,2,8,15.888,0,1980-02-08
1980,2,10,15.895,0,1980-02-10
1980,2,12,15.97,0,1980-02-12
1980,2,14,16.017,0,1980-02-14
1980,2,16,16.095,0,1980-02-16
1980,2,18,16.095,0,1980-02-18
1980,2,20,16.17,0,1980-02-20
1980,2,22,16.066,0,1980-02-22
1980,2,24,16.087,0,1980-02-24
1980,2,26,16.069,0,1980-02-26
1980,2,28,16.22,0,1980-02-28
1980,3,1,16.157,0,1980-03-01
1980,3,3,16.248,0,1980-03-03
1980,3,5,16.302,0,1980-03-05
1980,3,7,16.289,0,1980-03-07
1980,3,9,16.168,0,1980-03-09
1980,3,11,16.04,0,1980-03-11
1980,3,13,15.966,0,1980-03-13
1980,3,15,15.994,0,1980-03-15
1980,3,17,15.988,0,1980-03-17
1980,3,19,16.005,0,1980-03-19
1980,3,21,15.946,0,1980-03-21
1980,3,23,15.945,0,1980-03-23
1980,3,25,15.923,0,1980-03-25
1980,3,27,15.986,0,1980-03-27
1980,3,29,15.891,0,1980-03-29
1980,3,31,15.813,0,1980-03-31
1980,4,2,15.681,0,1980-04-02
1980,4,4,15.664,0,1980-04-04
1980,4,6,15.707,0,1980-04-06
1980,4,8,15.653,0,1980-04-08
1980,4,10,15.644,0,1980-04-10
1980,4,12,15.652,0,1980-04-12
1980,4,14,15.523,0,1980-04-14
1980,4,16,15.509,0,1980-04-16
1980,4,18,15.39,0,1980-04-18
1980,4,20,15.376,0,1980-04-20
1980,4,22,15.406,0,1980-04-22
1980,4,24,15.259,0,1980-04-24
1980,4,26,15.117,0,1980-04-26
1980,4,28,14.996,0,1980-04-28
1980,4,30,14.859,0,1980-04-30
1980,5,2,14.718,0,1980-05-02
1980,5,4,14.549,0,1980-05-04
1980,5,6,14.412,0,1980-05-06
1980,5,8,14.32,0,1980-05-08
1980,5,10,14.186,0,1980-05-10
1980,5,12,14.011,0,1980-05-12
1980,5,14,13.843,0,1980-05-14
1980,5,16,13.757,0,1980-05-16
1980,5,18,13.672,0,1980-05-18
1980,5,20,13.531,0,1980-05-20
1980,5,22,13.405,0,1980-05-22
1980,5,24,13.34,0,1980-05-24
1980,5,26,13.206,0,1980-05-26
1980,5,28,13.023,0,1980-05-28
1980,5,30,12.916,0,1980-05-30
1980,6,1,12.766,0,1980-06-01
1980,6,3,12.706,0,1980-06-03
1980,6,5,12.614,0,1980-06-05
1980,6,7,12.61,0,1980-06-07
1980,6,9,12.586,0,1980-06-09
1980,6,11,12.468,0,1980-06-11
1980,6,13,12.278,0,1980-06-13
1980,6,15,12.269,0,1980-06-15
1980,6,17,12.13,0,1980-06-17
1980,6,19,12.043,0,1980-06-19
1980,6,21,12.007,0,1980-06-21
1980,6,23,11.842,0,1980-06-23
1980,6,25,11.699,0,1980-06-25
1980,6,27,11.585,0,1980-06-27
1980,6,29,11.466,0,1980-06-29
1980,7,1,11.283,0,1980-07-01
1980,7,3,11.075,0,1980-07-03
1980,7,5,10.983,0,1980-07-05
1980,7,7,10.852,0,1980-07-07
1980,7,9,10.7,0,1980-07-09
1980,7,11,10.575,0,1980-07-11
1980,7,13,10.307,0,1980-07-13
1980,7,15,10.203,0,1980-07-15
1980,7,17,9.946,0,1980-07-17
1980,7,19,9.847,0,1980-07-19
1980,7,21,9.779,0,1980-07-21
1980,7,23,9.594,0,1980-07-23
1980,7,25,9.358,0,1980-07-25
1980,7,27,9.166,0,1980-07-27
1980,7,29,9.065,0,1980-07-29
1980,7,31,8.868,0,1980-07-31
1980,8,2,8.76,0,1980-08-02
1980,8,4,8.611,0,1980-08-04
1980,8,6,8.548,0,1980-08-06
1980,8,8,8.348,0,1980-08-08
1980,8,10,8.202,0,1980-08-10
1980,8,12,8.041,0,1980-08-12
1980,8,14,7.82,0,1980-08-14
1980,8,16,7.765,0,1980-08-16
1980,8,18,7.761,0,1980-08-18
1980,8,20,7.717,0,1980-08-20
1980,8,22,7.758,0,1980-08-22
1980,8,24,7.578,0,1980-08-24
1980,8,26,7.667,0,1980-08-26
1980,8,28,7.588,0,1980-08-28
1980,8,30,7.6,0,1980-08-30
1980,9,1,7.544,0,1980-09-01
1980,9,3,7.555,0,1980-09-03
1980,9,5,7.533,0,1980-09-05
1980,9,7,7.574,0,1980-09-07
1980,9,9,7.56,0,1980-09-09
1980,9,11,7.557,0,1980-09-11
1980,9,13,7.543,0,1980-09-13
1980,9,15,7.602,0,1980-09-15
1980,9,17,7.58,0,1980-09-17
1980,9,19,7.651,0,1980-09-19
1980,9,21,7.686,0,1980-09-21
1980,9,23,7.782,0,1980-09-23
1980,9,25,7.854,0,1980-09-25
1980,9,27,7.966,0,1980-09-27
1980,9,29,8.019,0,1980-09-29
1980,10,1,8.223,0,1980-10-01
1980,10,3,8.213,0,1980-10-03
1980,10,5,8.485,0,1980-10-05
1980,10,7,8.532,0,1980-10-07
1980,10,9,8.809,0,1980-10-09
1980,10,11,8.975,0,1980-10-11
1980,10,13,9.161,0,1980-10-13
1980,10,15,9.218,0,1980-10-15
1980,10,17,9.272,0,1980-10-17
1980,10,19,9.389,0,1980-10-19
1980,10,21,9.468,0,1980-10-21
1980,10,23,9.586,0,1980-10-23
1980,10,25,9.643,0,1980-10-25
1980,10,27,9.841,0,1980-10-27
1980,10,29,9.911,0,1980-10-29
1980,10,31,10.198,0,1980-10-31
1980,11,2,10.42,0,1980-11-02
1980,11,4,10.523,0,1980-11-04
1980,11,6,10.652,0,1980-11-06
1980,11,8,10.789,0,1980-11-08
1980,11,10,10.88,0,1980-11-10
1980,11,12,10.976,0,1980-11-12
1980,11,14,11.087,0,1980-11-14
1980,11,16,11.217,0,1980-11-16
1980,11,18,11.337,0,1980-11-18
1980,11,20,11.628,0,1980-11-20
1980,11,22,11.78,0,1980-11-22
1980,11,24,12.096,0,1980-11-24
1980,11,26,12.256,0,1980-11-26
1980,11,28,12.476,0,1980-11-28
1980,11,30,12.626,0,1980-11-30
1980,12,2,12.643,0,1980-12-02
1980,12,4,13.032,0,1980-12-04
1980,12,6,13.122,0,1980-12-06
1980,12,8,13.298,0,1980-12-08
1980,12,10,13.334,0,1980-12-10
1980,12,12,13.569,0,1980-12-12
1980,12,14,13.685,0,1980-12-14
1980,12,16,13.91,0,1980-12-16
1980,12,18,13.762,0,1980-12-18
1980,12,20,13.697,0,1980-12-20
1980,12,22,13.779,0,1980-12-22
1980,12,24,13.798,0,1980-12-24
1980,12,26,14,0,1980-12-26
1980,12,28,14.172,0,1980-12-28
1980,12,30,14.093,0,1980-12-30
1981,1,1,14.256,0,1981-01-01
1981,1,3,14.456,0,1981-01-03
1981,1,5,14.435,0,1981-01-05
1981,1,7,14.689,0,1981-01-07
1981,1,9,14.619,0,1981-01-09
1981,1,11,14.69,0,1981-01-11
1981,1,13,14.649,0,1981-01-13
1981,1,15,14.748,0,1981-01-15
1981,1,17,14.998,0,1981-01-17
1981,1,19,15.066,0,1981-01-19
1981,1,21,15.055,0,1981-01-21
1981,1,23,15.17,0,1981-01-23
1981,1,25,15.244,0,1981-01-25
1981,1,27,15.35,0,1981-01-27
1981,1,29,15.503,0,1981-01-29
1981,1,31,15.627,0,1981-01-31
1981,2,2,15.646,0,1981-02-02
1981,2,4,15.663,0,1981-02-04
1981,2,6,15.629,0,1981-02-06
1981,2,8,15.541,0,1981-02-08
1981,2,10,15.44,0,1981-02-10
1981,2,12,15.474,0,1981-02-12
1981,2,14,15.482,0,1981-02-14
1981,2,16,15.575,0,1981-02-16
1981,2,18,15.592,0,1981-02-18
1981,2,20,15.731,0,1981-02-20
1981,2,22,15.654,0,1981-02-22
1981,2,24,15.706,0,1981-02-24
1981,2,26,15.667,0,1981-02-26
1981,2,28,15.657,0,1981-02-28
1981,3,2,15.628,0,1981-03-02
1981,3,4,15.726,0,1981-03-04
1981,3,6,15.646,0,1981-03-06
1981,3,8,15.644,0,1981-03-08
1981,3,10,15.733,0,1981-03-10
1981,3,12,15.657,0,1981-03-12
1981,3,14,15.801,0,1981-03-14
1981,3,16,15.771,0,1981-03-16
1981,3,18,15.528,0,1981-03-18
1981,3,20,15.621,0,1981-03-20
1981,3,22,15.535,0,1981-03-22
1981,3,24,15.559,0,1981-03-24
1981,3,26,15.626,0,1981-03-26
1981,3,28,15.517,0,1981-03-28
1981,3,30,15.481,0,1981-03-30
1981,4,1,15.44,0,1981-04-01
1981,4,3,15.221,0,1981-04-03
1981,4,5,15.224,0,1981-04-05
1981,4,7,15.242,0,1981-04-07
1981,4,9,15.202,0,1981-04-09
1981,4,11,15.135,0,1981-04-11
1981,4,13,15.11,0,1981-04-13
1981,4,15,15.086,0,1981-04-15
1981,4,17,14.983,0,1981-04-17
1981,4,19,14.95,0,1981-04-19
1981,4,21,14.92,0,1981-04-21
1981,4,23,14.844,0,1981-04-23
1981,4,25,14.714,0,1981-04-25
1981,4,27,14.564,0,1981-04-27
1981,4,29,14.514,0,1981-04-29
1981,5,1,14.272,0,1981-05-01
1981,5,3,14.285,0,1981-05-03
1981,5,5,14.249,0,1981-05-05
1981,5,7,14.077,0,1981-05-07
1981,5,9,14.083,0,1981-05-09
1981,5,11,14.072,0,1981-05-11
1981,5,13,14.025,0,1981-05-13
1981,5,15,13.928,0,1981-05-15
1981,5,17,13.843,0,1981-05-17
1981,5,19,13.752,0,1981-05-19
1981,5,21,13.568,0,1981-05-21
1981,5,23,13.464,0,1981-05-23
1981,5,25,13.378,0,1981-05-25
1981,5,27,13.333,0,1981-05-27
1981,5,29,13.275,0,1981-05-29
1981,5,31,13.222,0,1981-05-31
1981,6,2,13.059,0,1981-06-02
1981,6,4,13.002,0,1981-06-04
1981,6,6,12.954,0,1981-06-06
1981,6,8,12.863,0,1981-06-08
1981,6,10,12.721,0,1981-06-10
1981,6,12,12.652,0,1981-06-12
1981,6,14,12.487,0,1981-06-14
1981,6,16,12.465,0,1981-06-16
1981,6,18,12.364,0,1981-06-18
1981,6,20,12.216,0,1981-06-20
1981,6,22,12.064,0,1981-06-22
1981,6,24,12.003,0,1981-06-24
1981,6,26,12.013,0,1981-06-26
1981,6,28,11.796,0,1981-06-28
1981,6,30,11.787,0,1981-06-30
1981,7,2,11.428,0,1981-07-02
1981,7,4,11.33,0,1981-07-04
1981,7,6,11.181,0,1981-07-06
1981,7,8,11.022,0,1981-07-08
1981,7,10,10.894,0,1981-07-10
1981,7,12,10.691,0,1981-07-12
1981,7,14,10.643,0,1981-07-14
1981,7,16,10.354,0,1981-07-16
1981,7,18,10.127,0,1981-07-18
1981,7,20,9.826,0,1981-07-20
1981,7,22,9.788,0,1981-07-22
1981,7,24,9.538,0,1981-07-24
1981,7,26,9.22,0,1981-07-26
1981,7,28,9.106,0,1981-07-28
1981,7,30,8.917,0,1981-07-30
1981,8,1,8.733,0,1981-08-01
1981,8,3,8.587,0,1981-08-03
1981,8,5,8.326,0,1981-08-05
1981,8,7,8.176,0,1981-08-07
1981,8,9,8,0,1981-08-09
1981,8,11,7.917,0,1981-08-11
1981,8,13,7.883,0,1981-08-13
1981,8,15,7.804,0,1981-08-15
1981,8,17,7.724,0,1981-08-17
1981,8,19,7.667,0,1981-08-19
1981,8,21,7.593,0,1981-08-21
1981,8,23,7.53,0,1981-08-23
1981,8,25,7.495,0,1981-08-25
1981,8,27,7.408,0,1981-08-27
1981,8,29,7.296,0,1981-08-29
1981,8,31,7.37,0,1981-08-31
1981,9,2,7.203,0,1981-09-02
1981,9,4,7.162,0,1981-09-04
1981,9,6,6.992,0,1981-09-06
1981,9,8,7.046,0,1981-09-08
1981,9,10,6.902,0,1981-09-10
1981,9,12,6.904,0,1981-09-12
1981,9,14,6.952,0,1981-09-14
1981,9,16,6.951,0,1981-09-16
1981,9,18,7.002,0,1981-09-18
1981,9,20,7.053,0,1981-09-20
1981,9,22,7.231,0,1981-09-22
1981,9,24,7.261,0,1981-09-24
1981,9,26,7.303,0,1981-09-26
1981,9,28,7.489,0,1981-09-28
1981,9,30,7.626,0,1981-09-30
1981,10,2,7.987,0,1981-10-02
1981,10,4,8.087,0,1981-10-04
1981,10,6,8.151,0,1981-10-06
1981,10,8,8.354,0,1981-10-08
1981,10,10,8.416,0,1981-10-10
1981,10,12,8.63,0,1981-10-12
1981,10,14,8.904,0,1981-10-14
1981,10,16,9.037,0,1981-10-16
1981,10,18,9.062,0,1981-10-18
1981,10,20,9.134,0,1981-10-20
1981,10,22,9.096,0,1981-10-22
1981,10,24,9.233,0,1981-10-24
1981,10,26,9.425,0,1981-10-26
1981,10,28,9.609,0,1981-10-28
1981,10,30,9.719,0,1981-10-30
1981,11,1,9.905,0,1981-11-01
1981,11,3,9.929,0,1981-11-03
1981,11,5,10.337,0,1981-11-05
1981,11,7,10.518,0,1981-11-07
1981,11,9,10.51,0,1981-11-09
1981,11,11,10.631,0,1981-11-11
1981,11,13,10.908,0,1981-11-13
1981,11,15,10.965,0,1981-11-15
1981,11,17,11.197,0,1981-11-17
1981,11,19,11.177,0,1981-11-19
1981,11,21,11.273,0,1981-11-21
1981,11,23,11.417,0,1981-11-23
1981,11,25,11.611,0,1981-11-25
1981,11,27,11.675,0,1981-11-27
1981,11,29,11.882,0,1981-11-29
1981,12,1,11.99,0,1981-12-01
1981,12,3,12.336,0,1981-12-03
1981,12,5,12.507,0,1981-12-05
1981,12,7,12.698,0,1981-12-07
1981,12,9,12.816,0,1981-12-09
1981,12,11,12.948,0,1981-12-11
1981,12,13,13.217,0,1981-12-13
1981,12,15,13.418,0,1981-12-15
1981,12,17,13.635,0,1981-12-17
1981,12,19,13.802,0,1981-12-19
1981,12,21,13.893,0,1981-12-21
1981,12,23,13.877,0,1981-12-23
1981,12,25,14.016,0,1981-12-25
1981,12,27,13.953,0,1981-12-27
1981,12,29,14.128,0,1981-12-29
1981,12,31,14.224,0,1981-12-31
1982,1,2,14.479,0,1982-01-02
1982,1,4,14.642,0,1982-01-04
1982,1,6,14.88,0,1982-01-06
1982,1,8,14.993,0,1982-01-08
1982,1,10,15.052,0,1982-01-10
1982,1,12,15.141,0,1982-01-12
1982,1,14,15.138,0,1982-01-14
1982,1,16,15.22,0,1982-01-16
1982,1,18,15.227,0,1982-01-18
1982,1,20,15.208,0,1982-01-20
1982,1,22,15.283,0,1982-01-22
1982,1,24,15.391,0,1982-01-24
1982,1,26,15.547,0,1982-01-26
1982,1,28,15.695,0,1982-01-28
1982,1,30,15.755,0,1982-01-30
1982,2,1,15.836,0,1982-02-01
1982,2,3,15.841,0,1982-02-03
1982,2,5,15.85,0,1982-02-05
1982,2,7,15.797,0,1982-02-07
1982,2,9,15.829,0,1982-02-09
1982,2,11,15.748,0,1982-02-11
1982,2,13,15.854,0,1982-02-13
1982,2,15,15.857,0,1982-02-15
1982,2,17,16.058,0,1982-02-17
1982,2,19,16.087,0,1982-02-19
1982,2,21,16.094,0,1982-02-21
1982,2,23,16.143,0,1982-02-23
1982,2,25,16.31,0,1982-02-25
1982,2,27,16.325,0,1982-02-27
1982,3,1,16.234,0,1982-03-01
1982,3,3,16.293,0,1982-03-03
1982,3,5,16.315,0,1982-03-05
1982,3,7,16.309,0,1982-03-07
1982,3,9,16.123,0,1982-03-09
1982,3,11,16.099,0,1982-03-11
1982,3,13,16.005,0,1982-03-13
1982,3,15,15.955,0,1982-03-15
1982,3,17,15.905,0,1982-03-17
1982,3,19,15.938,0,1982-03-19
1982,3,21,15.911,0,1982-03-21
1982,3,23,15.898,0,1982-03-23
1982,3,25,15.929,0,1982-03-25
1982,3,27,15.875,0,1982-03-27
1982,3,29,15.931,0,1982-03-29
1982,3,31,15.982,0,1982-03-31
1982,4,2,15.945,0,1982-04-02
1982,4,4,15.943,0,1982-04-04
1982,4,6,15.859,0,1982-04-06
1982,4,8,15.581,0,1982-04-08
1982,4,10,15.577,0,1982-04-10
1982,4,12,15.491,0,1982-04-12
1982,4,14,15.627,0,1982-04-14
1982,4,16,15.528,0,1982-04-16
1982,4,18,15.448,0,1982-04-18
1982,4,20,15.387,0,1982-04-20
1982,4,22,15.276,0,1982-04-22
1982,4,24,15.135,0,1982-04-24
1982,4,26,15.105,0,1982-04-26
1982,4,28,15.091,0,1982-04-28
1982,4,30,14.997,0,1982-04-30
1982,5,2,14.786,0,1982-05-02
1982,5,4,14.679,0,1982-05-04
1982,5,6,14.511,0,1982-05-06
1982,5,8,14.319,0,1982-05-08
1982,5,10,14.222,0,1982-05-10
1982,5,12,14.137,0,1982-05-12
1982,5,14,14.083,0,1982-05-14
1982,5,16,14.003,0,1982-05-16
1982,5,18,13.853,0,1982-05-18
1982,5,20,13.653,0,1982-05-20
1982,5,22,13.576,0,1982-05-22
1982,5,24,13.583,0,1982-05-24
1982,5,26,13.543,0,1982-05-26
1982,5,28,13.38,0,1982-05-28
1982,5,30,13.27,0,1982-05-30
1982,6,1,13.091,0,1982-06-01
1982,6,3,12.99,0,1982-06-03
1982,6,5,12.874,0,1982-06-05
1982,6,7,12.834,0,1982-06-07
1982,6,9,12.75,0,1982-06-09
1982,6,11,12.709,0,1982-06-11
1982,6,13,12.678,0,1982-06-13
1982,6,15,12.652,0,1982-06-15
1982,6,17,12.476,0,1982-06-17
1982,6,19,12.317,0,1982-06-19
1982,6,21,12.145,0,1982-06-21
1982,6,23,12.079,0,1982-06-23
1982,6,25,11.918,0,1982-06-25
1982,6,27,11.868,0,1982-06-27
1982,6,29,11.76,0,1982-06-29
1982,7,1,11.425,0,1982-07-01
1982,7,3,11.442,0,1982-07-03
1982,7,5,11.344,0,1982-07-05
1982,7,7,11.165,0,1982-07-07
1982,7,9,11.043,0,1982-07-09
1982,7,11,10.816,0,1982-07-11
1982,7,13,10.664,0,1982-07-13
1982,7,15,10.436,0,1982-07-15
1982,7,17,10.264,0,1982-07-17
1982,7,19,10.179,0,1982-07-19
1982,7,21,10.022,0,1982-07-21
1982,7,23,9.782,0,1982-07-23
1982,7,25,9.638,0,1982-07-25
1982,7,27,9.417,0,1982-07-27
1982,7,29,9.22,0,1982-07-29
1982,7,31,9.016,0,1982-07-31
1982,8,2,8.939,0,1982-08-02
1982,8,4,8.746,0,1982-08-04
1982,8,6,8.672,0,1982-08-06
1982,8,8,8.45,0,1982-08-08
1982,8,10,8.437,0,1982-08-10
1982,8,12,8.366,0,1982-08-12
1982,8,14,8.152,0,1982-08-14
1982,8,16,8.008,0,1982-08-16
1982,8,18,8.027,0,1982-08-18
1982,8,20,7.915,0,1982-08-20
1982,8,22,7.79,0,1982-08-22
